s,x,y
252.75,2.078946522766594,4.332069560354446
252.8,2.0342431166403063,4.354466110997563
252.85000000000002,1.9889937745144073,4.375737870079035
252.9,1.9437411834752347,4.397002935426676
252.95000000000002,1.8981887791548349,4.4176085686513575
253.0,1.85241563664741,4.437728693526548
253.05,1.8065653558119694,4.457667160795004
253.10000000000002,1.7603006246428285,4.476629614482441
253.15,1.7140358934737139,4.4955920681698665
253.20000000000002,1.6674304484122169,4.5136925062076525
253.25,1.620703402423551,4.531485290508359
253.3,1.573839553716303,4.548904753809644
253.35000000000002,1.5266797592626908,4.565516610632222
253.4,1.4795199648091057,4.5821284674547895
253.45000000000002,1.4319998208979392,4.597674736517454
253.5,1.3844371181383734,4.613095155000878
253.55,1.3366985554104296,4.627948956858989
253.60000000000002,1.2887630394267555,4.642168180022733
253.65,1.2408110347870829,4.65632913901953
253.70000000000002,1.1925330365414957,4.6693381699365455
253.75,1.144255038295936,4.682347200853553
253.8,1.0957824949811767,4.694596334466898
253.85000000000002,1.0471925621242109,4.706386941955773
253.9,0.9985468708380273,4.717934463118661
253.95000000000002,0.9496757483796318,4.728499186951185
254.0,0.9008046259212641,4.739063910783703
254.05,0.8517402948048648,4.748677078282729
254.10000000000002,0.8026189056605424,4.758009233903674
254.15,0.7534219366563945,4.766914337393285
254.20000000000002,0.7040813620808496,4.7750080201493565
254.25,0.6547407875053327,4.783101702905424
254.3,0.6052279000387983,4.790055350642515
254.35000000000002,0.5556993599593525,4.796905439517845
254.4,0.5060944291634172,4.803146882861954
254.45000000000002,0.45640926242578234,4.8087490437177305
254.5,0.4067168575595282,4.814278847263846
254.55,0.35690650209827945,4.818629535580062
254.60000000000002,0.30709614663703066,4.822980223896278
254.65,0.2572270586434052,4.8265445070676085
254.70000000000002,0.20732303158984566,4.8296409701851815
254.75,0.15740687821920193,4.832492118253754
254.8,0.10744075595909483,4.834332397115594
254.85000000000002,0.057474633698987726,4.8361726759774335
254.9,0.007485265873017961,4.837054023996924
254.95000000000002,-0.04251133593312179,4.837636954386866
255.0,-0.09250755746681495,4.837805931623122
255.05,-0.14250300388828624,4.837131144901924
255.10000000000002,-0.19249845030975754,4.836456358180725
255.15,-0.24246456009660025,4.834656681536547
255.20000000000002,-0.29242721694921875,4.8327246048744925
255.25,-0.34236029017148323,4.830215551452503
255.3,-0.39225854403383353,4.827027407558465
255.35000000000002,-0.44215458050964485,4.823810290553291
